NomePessoa,Empresa,Valor,Data,Categoria
Isabella Ramirez,"Garcia, Williams and Sullivan",371.76,2023-09-03,Eletrônicos
Justin Young,Kelley LLC,1910.83,2025-03-29,Educação
Mark Parker,Miller-Owens,829.76,2024-08-30,Eletrônicos
Ashley Russell,Carr LLC,210.61,2023-12-22,Transporte
Glenda Ayers,Smith-Davis,660.64,2025-04-02,Vestuário
William Wright,Morris-Clark,613.37,2024-12-30,Outros
Leah Burke,Gould-Walker,296.31,2024-04-06,Eletrônicos
Isabella Ramirez,"Garcia, Williams and Sullivan",1310.11,2023-12-01,Educação
John Rivera,Fuller-Lopez,1159.43,2024-08-07,Outros
Donna White,"Johnson, Allison and Acevedo",647.21,2023-12-18,Saúde
Alan Evans,Byrd-Smith,841.57,2024-09-27,Moradia
Karen Schmitt,"Rogers, Krueger and Little",1292.77,2025-04-01,Moradia
Bryan Jimenez,"Newton, Kirk and Collins",331.51,2024-11-17,Transporte
Randy Caldwell,Sanders LLC,501.8,2024-07-01,Alimentação
William Jones,Kennedy Ltd,671.92,2025-03-16,Saúde
Justin Young,Kelley LLC,1623.42,2023-07-21,Moradia
Robert Rios,"Wells, Robles and Johnson",1433.83,2024-12-23,Vestuário
Kimberly Smith,"Newton, Kirk and Collins",1787.61,2024-06-02,Moradia
Thomas Scott,"Jacobson, Fritz and Owen",381.72,2024-02-02,Eletrônicos
Ashley Green,Swanson and Sons,149.07,2024-01-15,Alimentação
Lisa Lopez,Stevenson PLC,500.51,2025-02-12,Moradia
Angela Townsend,Miller-Owens,1058.73,2025-05-26,Moradia
Maria Gilmore,Mcdonald-Boyle,233.9,2024-10-27,Moradia
Kevin Gardner,Thompson PLC,1791.81,2024-07-08,Lazer
Courtney Mcdaniel,"Rowland, Brock and Garcia",1163.36,2024-08-14,Outros
Victoria Jones,Williams LLC,1830.81,2025-03-30,Educação
Samantha Carney,Jones-Woods,306.99,2023-12-31,Vestuário
William Mitchell,Kennedy Ltd,1588.53,2023-09-23,Transporte
Vanessa Scott,Oneill-Scott,1583.27,2024-12-21,Alimentação
Alexander Wheeler,Payne Group,385.0,2024-11-03,Alimentação
Scott Martin MD,White-Johnson,98.49,2025-03-22,Outros
Melissa Hall,Carrillo Inc,1217.09,2023-06-27,Moradia
Theodore Carter,Nguyen-Brewer,1011.89,2024-02-11,Moradia
Christopher Benton,Fuller-Lopez,1370.36,2024-08-20,Lazer
Kimberly Smith,"Nguyen, Frazier and Young",1033.53,2024-06-28,Eletrônicos
Laurie Williams,"Lee, Jackson and Patel",1278.48,2024-05-23,Transporte
Donald Hunt,Nguyen-Brewer,131.15,2024-05-02,Alimentação
Michelle Avery,Sanders LLC,44.5,2023-08-25,Saúde
Walter Khan,Silva PLC,1845.86,2023-11-19,Vestuário
Julie Schultz,Byrd-Smith,1149.61,2024-05-17,Lazer
Rachel Moreno,Mann Inc,925.83,2025-04-02,Lazer
Kathleen Butler,"Francis, Bell and Foster",1744.93,2024-11-22,Educação
Meagan Green,Fuller-Lopez,1458.64,2025-06-13,Vestuário
Laura Ward,"Gomez, Diaz and Williams",1560.1,2024-02-19,Eletrônicos
Diane Hughes,"Smith, Reed and Figueroa",1854.45,2024-06-11,Lazer
Diana Johnson,Martin-Anderson,57.82,2023-07-07,Saúde
Eric Jones,"Nguyen, Frazier and Young",961.16,2023-10-13,Outros
Mr. Larry Lowery,"Jacobson, Fritz and Owen",122.81,2024-01-11,Educação
Adam Mosley,Stuart-Camacho,19.78,2024-09-01,Transporte
Laura Bryant,Shaffer Ltd,174.47,2023-07-05,Moradia
Mark Sullivan,Martin-Anderson,1221.31,2024-08-23,Vestuário
Elizabeth Berry,Mcdaniel-Key,801.66,2025-06-06,Eletrônicos
Lisa Hensley,Bailey Ltd,312.06,2024-05-04,Educação
Lisa Taylor,Woods-Munoz,244.98,2024-12-01,Moradia
Angel Smith,Lambert-Kelley,938.44,2025-02-04,Eletrônicos
Michael Lawson,Dean Ltd,239.18,2024-04-05,Vestuário
Ryan Washington MD,Solomon-Miller,234.29,2024-10-15,Transporte
Dillon Dawson,"Medina, Barnes and Greene",267.71,2023-09-11,Eletrônicos
Natasha Benson,Carrillo Inc,250.7,2025-03-06,Alimentação
Michael Gibson III,Fuller-Lopez,280.61,2024-06-16,Lazer
Debra Hall,Payne Group,1487.73,2023-10-11,Outros
Veronica Huber,Jordan-Odom,880.9,2025-01-20,Educação
Eric Jones,"Nguyen, Frazier and Young",1851.71,2025-02-25,Educação
Morgan Castro,White-Johnson,594.29,2024-05-01,Educação
Karen Guzman,Mcdaniel-Key,766.76,2023-11-10,Educação
Mrs. Heather Perry,"Smith, Reed and Figueroa",36.68,2023-08-02,Eletrônicos
Elizabeth Brewer,Smith-Davis,1304.75,2025-03-30,Saúde
Alejandro Hawkins,Cross LLC,1046.78,2023-06-27,Eletrônicos
Randy Moran,Carrillo Inc,1572.15,2025-05-31,Eletrônicos
Steven Owen,Martin PLC,189.3,2024-05-10,Alimentação
John Rivera,Fuller-Lopez,1121.19,2023-11-28,Transporte
Jessica Parker,"Cantrell, Martin and Preston",1054.38,2024-10-02,Lazer
William Dawson,Scott-Flowers,27.4,2025-01-17,Lazer
William Mitchell,Kennedy Ltd,308.75,2023-10-14,Saúde
Lisa Guerrero,Mcdonald-Boyle,266.33,2024-11-10,Educação
Shelly Kelley,Solomon-Miller,1695.28,2024-06-12,Lazer
Daniel Hicks,"Jacobson, Fritz and Owen",767.19,2024-06-03,Vestuário
James Reese,"Fitzpatrick, Jones and Morgan",1486.8,2024-11-21,Alimentação
Courtney Jennings,"Smith, Guzman and Brown",1862.09,2023-11-01,Lazer
Rachel Davis,"Garcia, Williams and Sullivan",1560.65,2025-05-07,Moradia
Johnny Williams,"Bennett, Acevedo and Rogers",44.01,2024-10-14,Vestuário
Bryan Jackson,Mullins-Zimmerman,1938.08,2025-01-26,Vestuário
Summer Powell,Mcdaniel-Key,558.17,2024-10-29,Transporte
Joshua Bowen,Carr LLC,724.44,2024-06-28,Lazer
Spencer Franklin,"Rogers, Krueger and Little",739.71,2024-05-31,Saúde
Deborah Davis,Mcdonald-Boyle,1848.8,2025-04-16,Educação
Tracey Turner,Lopez Ltd,63.81,2025-03-06,Vestuário
Michael Wolfe,"Huynh, Black and Barajas",1487.86,2023-07-16,Eletrônicos
Janet Perez,Young-Fuentes,290.28,2023-09-23,Moradia
Bob Mullins,Webb-Potts,117.09,2025-04-05,Vestuário
Edward Smith,Sims Ltd,1232.36,2024-04-20,Moradia
Heather Richards,"Newton, Kirk and Collins",1119.48,2025-01-21,Saúde
Christian Dudley,Fuller-Lopez,341.04,2024-01-16,Alimentação
Emily Young,Mcdaniel-Key,1440.49,2025-06-13,Vestuário
Karen Guzman,Mcdaniel-Key,858.14,2024-03-03,Alimentação
Sean Trujillo,"Fitzpatrick, Jones and Morgan",464.12,2025-02-22,Eletrônicos
William Dawson,Scott-Flowers,569.98,2024-11-16,Vestuário
Jeffery Lewis,"Anderson, Roth and Holden",645.68,2024-11-15,Eletrônicos
Antonio Phillips,Ward and Sons,1758.39,2025-05-28,Alimentação
Stephen Lopez,Kelley-Grant,1405.39,2024-03-29,Saúde
Billy Frazier,Silva PLC,506.9,2024-11-06,Vestuário
Morgan Kennedy,"Medina, Barnes and Greene",1236.11,2023-11-09,Transporte
Ashley Russell,Carr LLC,997.81,2025-05-02,Moradia
Ms. Crystal Tapia DDS,Roberts Ltd,852.15,2024-01-02,Saúde
Stacy Jacobson,Ward LLC,139.12,2024-01-03,Moradia
Michael Wong,Walker and Sons,1357.37,2024-11-11,Lazer
Andrea Black,Lambert-Kelley,577.24,2023-07-27,Eletrônicos
Victoria Jones,Williams LLC,499.73,2024-08-30,Moradia
Michael Moore,Cross LLC,221.79,2024-04-23,Saúde
Karen Lopez,Walker and Sons,874.03,2023-10-11,Vestuário
Cynthia Gutierrez,Williamson-Powell,1114.33,2024-12-01,Vestuário
Peter Warren DVM,Rivera-Graham,1569.37,2024-07-04,Vestuário
Victor Malone,Douglas Inc,422.37,2024-03-06,Transporte
Sharon Coleman,Dean Ltd,467.4,2024-08-11,Moradia
Valerie Key,Riley PLC,559.58,2023-11-27,Vestuário
Melissa Hall,Carrillo Inc,332.13,2024-08-06,Outros
Natasha Benson,Carrillo Inc,1093.3,2024-03-12,Outros
Jennifer Wilkerson,Swanson and Sons,1626.55,2024-10-05,Lazer
Sandra Hopkins,Jordan-Odom,223.73,2025-01-12,Alimentação
Kelly Kidd,Craig-Martinez,1442.39,2024-02-09,Lazer
Rachel Gillespie,Hernandez-Fox,131.0,2024-10-28,Vestuário
Ronald Christensen,Sims Ltd,1021.64,2023-10-13,Transporte
James Smith,Solomon-Miller,212.32,2024-06-13,Alimentação
Karen Lopez,Walker and Sons,1428.12,2024-09-03,Lazer
Ruben Brown,Morris-Clark,1937.86,2025-01-02,Saúde
Charles Harding,Lutz-Welch,1940.24,2023-09-30,Saúde
Emma Hodge,Craig-Martinez,607.47,2024-02-28,Transporte
Tony Woods,"Werner, Olsen and Adams",237.27,2024-08-09,Educação
Mary Hayes,Hale-Dean,44.68,2025-03-24,Transporte
Eric Bruce,Morris-Clark,704.38,2024-08-04,Outros
Jennifer Schneider,Payne Group,717.11,2024-01-09,Transporte
Rachel Gillespie,Hernandez-Fox,864.67,2024-03-30,Saúde
Dr. Patricia Dunn,Mcdonald-Boyle,69.07,2024-01-15,Vestuário
Russell Doyle,West-Bryant,20.88,2024-11-08,Educação
Monique Rogers,Carr LLC,1609.27,2023-07-06,Educação
Seth Taylor,Stevenson PLC,811.13,2025-06-09,Moradia
Andrew Lewis,Carrillo Inc,515.9,2024-03-10,Transporte
Jamie Palmer,Byrd-Smith,793.31,2023-08-06,Eletrônicos
Ruben Brown,Morris-Clark,712.94,2024-08-13,Vestuário
Michael Wilson,Williams LLC,488.69,2024-03-31,Eletrônicos
Shelly Kelley,Solomon-Miller,1708.96,2023-09-21,Alimentação
Billy Frazier,Silva PLC,124.59,2024-03-17,Saúde
Dustin Cherry DDS,"Gomez, Diaz and Williams",835.46,2023-07-11,Vestuário
Heather Williams,Woods-Munoz,1930.51,2025-02-26,Alimentação
Julian Lopez PhD,"Francis, Bell and Foster",144.94,2024-09-10,Vestuário
Veronica Tyler,"Medina, Barnes and Greene",899.39,2025-06-01,Moradia
Kimberly Smith,"Nguyen, Frazier and Young",940.04,2025-02-07,Saúde
Victor Malone,Douglas Inc,49.1,2023-09-05,Saúde
Erin Rush,"Smith, Mckinney and Hoover",479.54,2023-07-15,Outros
Misty Brewer,Gould-Walker,1642.89,2023-12-27,Saúde
James Roth,Montes Inc,16.02,2024-11-09,Educação
Kimberly Smith,"Nguyen, Frazier and Young",1995.0,2025-03-28,Vestuário
Jeremy Williams,"Smith, Mckinney and Hoover",1571.07,2023-07-16,Alimentação
Jamie Brown,Wong-Weber,1225.01,2025-01-01,Outros
Victor Malone,Douglas Inc,1617.59,2024-04-05,Saúde
Keith Obrien,Sanders LLC,1661.96,2024-10-04,Moradia
Sherry Lucas,Wright-Miller,1826.03,2024-01-21,Outros
Jacqueline Pacheco,"Smith, Guzman and Brown",1281.37,2023-09-25,Vestuário
Eric Jones,"Nguyen, Frazier and Young",931.86,2023-10-19,Moradia
Todd White,West-Bryant,249.35,2024-02-14,Transporte
John Kelly,Torres-Rivera,1209.94,2023-10-10,Saúde
Scott Dawson,Carrillo Inc,827.67,2024-07-23,Transporte
Ashley Russell,Carr LLC,208.16,2024-04-12,Educação
Adam Jones,Wong-Weber,580.44,2023-12-21,Alimentação
Adam Jones,Wong-Weber,964.98,2024-04-29,Saúde
Angela Kirby,"Jacobson, Fritz and Owen",474.26,2023-08-09,Eletrônicos
Deborah Davis,Mcdonald-Boyle,651.42,2024-09-16,Eletrônicos
Nicholas Parker,Jarvis-Rodgers,1476.57,2023-11-06,Outros
Brian Holder,"Huynh, Black and Barajas",1186.04,2024-06-08,Saúde
Tyler Bray,Mcdonald-Boyle,1141.24,2024-10-19,Vestuário
Robert Rios,"Wells, Robles and Johnson",897.68,2024-09-28,Alimentação
Misty Brewer,Gould-Walker,1425.86,2024-04-15,Saúde
Chad Todd,White-Johnson,1768.02,2025-01-19,Eletrônicos
Janet Perez,Young-Fuentes,436.54,2024-07-26,Alimentação
Gail Murray,Carr LLC,926.88,2024-11-18,Outros
Wanda Cole,Swanson and Sons,351.34,2023-08-21,Vestuário
Tiffany Medina,Kennedy Ltd,119.3,2024-07-31,Eletrônicos
Debra Hall,Payne Group,1334.06,2024-10-02,Alimentação
Michael Roberts Jr.,Mullins-Zimmerman,1608.47,2025-02-13,Saúde
Jose Day,Martin PLC,1700.74,2023-06-17,Outros
Hannah Bradshaw,Martin PLC,1946.75,2024-07-16,Vestuário
Walter Khan,Silva PLC,745.06,2024-01-26,Outros
Crystal Ortiz,Hale-Dean,1013.87,2025-01-08,Moradia
Ronald Fuentes,Carrillo Inc,301.75,2025-05-18,Vestuário
James Foster,Williams LLC,1952.26,2025-03-11,Alimentação
Lisa Hensley,Bailey Ltd,1674.2,2024-06-29,Outros
Jessica Parker,"Cantrell, Martin and Preston",1179.42,2025-04-30,Saúde
Sherry Lucas,Wright-Miller,1326.36,2024-06-21,Alimentação
Julie Schultz,Byrd-Smith,1642.49,2024-01-15,Vestuário
Daniel Skinner,West-Bryant,1097.77,2024-02-21,Transporte
Jordan Brown,"Newton, Kirk and Collins",527.47,2024-09-22,Outros
Courtney Mcdaniel,"Rowland, Brock and Garcia",329.83,2025-04-27,Vestuário
James Smith,Solomon-Miller,1894.14,2024-02-28,Lazer
Vanessa Peterson,Jordan-Odom,1031.16,2023-08-14,Educação
William Jones,Kennedy Ltd,1965.88,2023-09-12,Outros
Daniel Henderson,West-Bryant,880.96,2023-09-18,Alimentação
Spencer Franklin,"Rogers, Krueger and Little",353.42,2023-11-12,Alimentação
Sean Baker,Mann Inc,1084.79,2024-08-17,Transporte
James Ferrell,Simpson-Martin,647.19,2024-04-17,Vestuário
Michael Soto,"Morris, Serrano and Lewis",1686.76,2024-01-03,Educação
Robert Cole,Mcdonald-Boyle,1131.22,2024-06-03,Saúde
Crystal Ortiz,Hale-Dean,812.43,2025-03-16,Vestuário
Joshua Bowen,Carr LLC,324.08,2024-11-12,Moradia
Christian Sanchez,Miller-Owens,1636.11,2025-05-07,Saúde
Rachel Ellis,Holmes-Kennedy,339.05,2023-11-02,Transporte
Ralph Combs,Houston-Hernandez,1808.59,2025-01-08,Eletrônicos
Mrs. Felicia Gardner,Shaffer Ltd,1455.15,2024-10-30,Transporte
Stephen Foster,Hale-Dean,1887.11,2024-03-21,Moradia
Jennifer Jones,"Lee, Jackson and Patel",1274.42,2024-11-19,Saúde
Cynthia Gutierrez,Williamson-Powell,1181.79,2024-05-03,Educação
Heather Castro,"Cantrell, Martin and Preston",244.65,2023-12-21,Vestuário
John Rivera,Fuller-Lopez,1166.14,2024-04-05,Vestuário
Patricia Brown,"Anderson, Roth and Holden",860.03,2023-10-15,Moradia
Sandra Whitehead,"Smith, Reed and Figueroa",1108.18,2024-03-22,Educação
Tanya Murphy,Martin-Anderson,980.14,2024-12-16,Outros
Michael Green,"Smith, Guzman and Brown",456.02,2025-04-29,Transporte
Patricia Brown,"Anderson, Roth and Holden",222.95,2025-06-04,Moradia
Derrick Skinner DVM,"Lee, Jackson and Patel",1597.75,2023-07-06,Transporte
Eric Bruce,Morris-Clark,592.77,2025-01-26,Alimentação
Jennifer Braun,Bailey Ltd,1213.45,2024-12-30,Transporte
Thomas Freeman,Jarvis-Rodgers,1282.91,2024-04-15,Transporte
Lindsay Guzman,"Cantrell, Martin and Preston",1098.13,2023-08-03,Saúde
Jackie Nelson,Craig-Martinez,1227.49,2025-05-23,Alimentação
Alan Evans,Byrd-Smith,911.59,2024-02-18,Saúde
Deborah Smith,Dean Ltd,138.87,2024-04-26,Alimentação
Samuel Delacruz,"Garcia, Williams and Sullivan",1126.06,2024-03-19,Vestuário
Christopher Saunders,Riley PLC,293.26,2025-04-24,Lazer
Stephen Foster,Hale-Dean,1522.5,2025-05-03,Transporte
Erika Melton,Shaffer Ltd,1089.81,2023-12-19,Eletrônicos
Kathy Velasquez,Morris-Clark,1010.04,2025-01-04,Educação
Alan Evans,Byrd-Smith,1073.9,2024-07-21,Outros
Daniel Graham,Jones-Boyd,1008.6,2024-02-23,Alimentação
Angela Velazquez,Riley PLC,877.46,2025-02-14,Saúde
Michael Montgomery MD,Kelley LLC,964.25,2023-10-25,Outros
Christopher Davenport,Hernandez-Fox,1207.87,2025-05-17,Vestuário
David Klein,Nguyen-Brewer,53.89,2024-11-01,Vestuário
Benjamin Miller,Gomez-Gonzalez,606.8,2024-06-14,Educação
Michael Soto,"Morris, Serrano and Lewis",234.76,2024-04-18,Educação
James Briggs,"Huynh, Black and Barajas",1325.75,2024-05-04,Eletrônicos
Jimmy Wood,Montes Inc,1747.53,2024-01-11,Transporte
Sean Fischer,"Newton, Kirk and Collins",472.97,2024-09-09,Moradia
Maria Gilmore,Mcdonald-Boyle,821.19,2025-03-13,Alimentação
Christine Wilson,Mullins-Zimmerman,381.29,2024-07-27,Educação
Cynthia Gutierrez,Williamson-Powell,1837.52,2023-12-30,Lazer
William Ramirez,Craig-Martinez,1026.98,2024-11-20,Transporte
Justin Schwartz,"Nguyen, Frazier and Young",1561.72,2024-03-06,Alimentação
Bryan Ryan,"Gomez, Diaz and Williams",339.49,2024-12-21,Saúde
Mark Hall,"Bennett, Acevedo and Rogers",611.16,2024-08-24,Eletrônicos
Michael Harrington,Jordan-Odom,257.89,2024-06-09,Vestuário
Sheila Wise,"Rogers, Krueger and Little",642.59,2023-11-16,Alimentação
Meagan Green,Fuller-Lopez,394.56,2024-03-26,Saúde
Erika Melton,Shaffer Ltd,66.23,2023-09-07,Transporte
Ryan Smith,Roberts Ltd,1691.8,2023-11-06,Moradia
Julian Lopez PhD,"Francis, Bell and Foster",1483.27,2023-07-22,Vestuário
Kelsey Perez,Simpson-Martin,1036.42,2024-03-13,Saúde
Crystal Ortiz,Hale-Dean,1081.1,2024-02-15,Outros
Michael Roberts Jr.,Mullins-Zimmerman,93.24,2024-09-07,Outros
Ashley Russell,Carr LLC,1816.03,2024-06-28,Alimentação
Kenneth Murphy,Davies-Le,807.4,2024-05-13,Outros
Elizabeth Berry,Mcdaniel-Key,202.83,2024-08-17,Vestuário
Emily Young,Mcdaniel-Key,549.03,2024-03-25,Outros
Patricia West,Kelley LLC,1990.6,2024-08-31,Educação
Michael Ferguson,Thompson PLC,659.63,2023-07-25,Eletrônicos
Ricardo Sutton,"Garcia, Williams and Sullivan",795.09,2024-06-03,Transporte
Victoria Jones,Williams LLC,537.4,2023-09-21,Transporte
Craig Pierce,Lutz-Welch,1329.7,2023-07-19,Educação
James Guerrero,Walsh Group,1950.76,2024-06-21,Transporte
Daniel Graham,Jones-Boyd,1240.9,2024-11-18,Moradia
Heather Williams,Woods-Munoz,1861.32,2025-03-31,Transporte
Madison Monroe,Simpson-Martin,631.58,2023-09-07,Vestuário
John Flores,Wright-Miller,687.17,2025-03-30,Saúde
Kevin Mcguire,"Francis, Bell and Foster",1609.12,2024-04-23,Alimentação
Rachel Moreno,Mann Inc,256.99,2023-09-30,Eletrônicos
Daniel Hicks,"Jacobson, Fritz and Owen",1202.23,2023-10-19,Eletrônicos
Francisco Paul,Carrillo Inc,1691.19,2023-12-17,Moradia
Charles Harding,Lutz-Welch,500.33,2024-04-14,Transporte
Jamie Palmer,Byrd-Smith,1392.59,2024-03-06,Lazer
Jeremy Johnson,Lutz-Welch,150.06,2024-05-11,Vestuário
James Ortiz,Kelley LLC,1368.7,2024-04-04,Alimentação
Molly Dominguez,"Garcia, Williams and Sullivan",1666.72,2024-03-19,Outros
Autumn Harris,Mcdaniel-Key,1544.87,2023-06-28,Transporte
Terry Garcia,"Werner, Olsen and Adams",848.29,2023-09-14,Educação
Tiffany Medina,Kennedy Ltd,1951.97,2024-05-06,Eletrônicos
Steven Owen,Martin PLC,1034.19,2023-09-16,Saúde
John Flores,Wright-Miller,751.05,2024-07-25,Alimentação
Robert Cole,Mcdonald-Boyle,976.16,2024-09-28,Alimentação
Mary Hayes,Hale-Dean,1192.29,2023-08-04,Saúde
Judith Huang,Nguyen-Brewer,280.41,2025-06-04,Outros
Vanessa Bowen,Morris-Clark,1164.92,2024-07-07,Eletrônicos
Jennifer Davis,Kelley LLC,593.7,2023-11-09,Transporte
Lisa Guerrero,Mcdonald-Boyle,1367.99,2024-01-06,Saúde
Dalton Castro,Morris-Clark,1807.03,2025-03-14,Outros
Amanda Jackson,"Nguyen, Frazier and Young",875.47,2025-05-22,Moradia
Tiffany Medina,Kennedy Ltd,109.5,2024-05-23,Transporte
Michael Harrington,Jordan-Odom,332.04,2023-08-13,Saúde
Lisa Wilson DDS,Byrd-Smith,852.95,2023-10-10,Lazer
Melissa Hall,Carrillo Inc,1514.97,2024-01-22,Lazer
Cody Wheeler,Dean Ltd,1786.0,2023-07-24,Moradia
William Hernandez,Owens-May,1906.45,2025-01-15,Lazer
Tonya Mcgee,"Medina, Barnes and Greene",449.26,2024-10-01,Outros
Courtney Jennings,"Smith, Guzman and Brown",1221.14,2024-12-17,Transporte
Samantha Carney,Jones-Woods,492.61,2023-09-10,Lazer
Sean Baker,Mann Inc,1599.87,2023-11-25,Transporte
Drew Hines,Robinson-Valentine,270.3,2024-01-15,Eletrônicos
Carlos Brown,"Medina, Barnes and Greene",843.28,2024-11-25,Saúde
Michael Lawson,Dean Ltd,225.71,2023-08-08,Lazer
Dr. Douglas Smith,Oneill-Scott,1220.4,2024-05-01,Educação
Donald Hunt,Nguyen-Brewer,116.86,2023-07-27,Transporte
Edwin Peterson,"Gomez, Diaz and Williams",1712.6,2024-05-03,Vestuário
Tony Woods,"Werner, Olsen and Adams",312.79,2024-11-08,Eletrônicos
Tonya Mcgee,"Medina, Barnes and Greene",1526.45,2023-07-19,Moradia
Sheila Wise,"Rogers, Krueger and Little",1929.02,2023-07-05,Moradia
Kevin Leblanc,"Medina, Barnes and Greene",1316.72,2023-07-17,Saúde
Ryan Smith,Roberts Ltd,277.33,2023-08-13,Lazer
Michael Hill,Stevenson PLC,143.99,2024-03-27,Alimentação
Dillon Dawson,"Medina, Barnes and Greene",167.34,2025-02-24,Saúde
Victoria Stevens,Ward LLC,1967.15,2024-12-21,Vestuário
Andrea Black,Lambert-Kelley,1822.33,2024-05-23,Outros
Julie Schultz,Byrd-Smith,1913.53,2024-12-22,Outros
Peter Warren DVM,Rivera-Graham,1038.97,2024-04-10,Transporte
Christian Dudley,Fuller-Lopez,22.18,2024-06-02,Outros
Brooke Mejia,Rivera-Graham,225.61,2024-08-20,Outros
Michael Montgomery MD,Kelley LLC,967.59,2024-11-16,Moradia
Ralph Combs,Houston-Hernandez,264.43,2024-03-07,Vestuário
Brianna Mccullough,"Nguyen, Frazier and Young",1159.9,2024-05-22,Lazer
Christopher Davenport,Hernandez-Fox,1862.14,2024-08-27,Alimentação
Bob Mullins,Webb-Potts,1605.81,2025-04-01,Moradia
Angela Evans,Rivera-Graham,1988.49,2024-10-26,Transporte
Rachel Ellis,Holmes-Kennedy,533.61,2025-03-31,Eletrônicos
Samantha Burns,"Nguyen, Frazier and Young",1625.86,2025-03-17,Vestuário
Jeffery Haynes,"Bennett, Acevedo and Rogers",1463.59,2025-03-30,Eletrônicos
Michael Lawson,Dean Ltd,415.74,2023-09-02,Saúde
Bryan Jackson,Mullins-Zimmerman,1473.48,2024-02-13,Moradia
Jeffery Lewis,"Anderson, Roth and Holden",463.67,2024-12-15,Lazer
Daniel Graham,Jones-Boyd,1181.6,2024-03-25,Transporte
Kenneth Murphy,Davies-Le,1507.59,2024-02-12,Alimentação
Karen Lopez,Walker and Sons,1112.67,2024-02-08,Eletrônicos
Ms. Crystal Tapia DDS,Roberts Ltd,1966.97,2025-04-01,Outros
Tony Woods,"Werner, Olsen and Adams",626.43,2024-07-21,Vestuário
Monique Rogers,Carr LLC,1119.41,2025-06-06,Educação
Melanie Huynh,Hernandez-Fox,655.35,2024-08-23,Saúde
Edward Smith,Sims Ltd,1595.86,2024-06-16,Saúde
Jennifer Davis,Kelley LLC,72.56,2023-12-19,Transporte
Jamie Brown,Wong-Weber,617.95,2024-12-15,Lazer
Morgan Tucker,Ward and Sons,1307.89,2023-10-14,Lazer
Brian Kirk,Walsh Group,299.83,2025-02-27,Educação
Wanda Cole,Swanson and Sons,1761.31,2023-12-02,Vestuário
Jordan Rollins,Morris-Clark,1889.48,2024-01-18,Eletrônicos
Joshua Bowen,Carr LLC,1428.72,2024-02-03,Moradia
Morgan Tucker,Ward and Sons,1541.8,2023-12-17,Moradia
Amanda Brown,"Jacobson, Fritz and Owen",1880.77,2023-12-16,Vestuário
Michelle Bentley,Jordan-Odom,882.39,2023-10-08,Transporte
Randy Moran,Carrillo Inc,420.5,2024-01-20,Saúde
Shelby Daniels,Cameron-Black,1286.62,2024-10-12,Eletrônicos
Melissa Hall,Carrillo Inc,347.74,2024-09-15,Educação
Kelly Kidd,Craig-Martinez,1666.88,2024-11-04,Outros
Robert Cole,Mcdonald-Boyle,1373.32,2024-09-22,Vestuário
Christopher Myers,Swanson and Sons,954.72,2023-08-26,Alimentação
Parker Cook,"Johnson, Allison and Acevedo",1090.37,2025-02-11,Vestuário
Seth Taylor,Stevenson PLC,1570.24,2023-11-24,Educação
Antonio Phillips,Ward and Sons,92.99,2024-01-06,Lazer
Heather Castro,"Cantrell, Martin and Preston",1274.33,2023-08-14,Alimentação
Christopher Saunders,Riley PLC,1221.67,2024-11-20,Educação
Isabella Ramirez,"Garcia, Williams and Sullivan",1441.18,2024-08-19,Outros
Michael Soto,"Morris, Serrano and Lewis",298.2,2023-12-06,Educação
Lisa Lopez,Stevenson PLC,1697.06,2024-07-07,Saúde
Jason Ramos,Swanson and Sons,81.17,2023-07-02,Vestuário
Gail Murray,Carr LLC,147.56,2023-12-10,Transporte
Ashley Green,Swanson and Sons,953.6,2024-08-26,Saúde
Gail Murray,Carr LLC,1810.96,2024-08-18,Transporte
James Wright,Gilbert Ltd,1977.91,2024-02-25,Saúde
Jamie Brown,Wong-Weber,516.24,2023-12-12,Lazer
Jennifer Carr,Fuller-Lopez,531.16,2025-05-27,Alimentação
Ashley Smith,Byrd-Smith,1068.16,2025-05-23,Outros
Angela Velazquez,Riley PLC,729.65,2024-04-06,Vestuário
John Reeves,Miller-Owens,1209.51,2023-08-14,Educação
Michelle Bentley,Jordan-Odom,1412.11,2025-05-03,Outros
Alyssa Mcmahon,Morris-Clark,40.98,2025-02-16,Lazer
James Gallegos,Carr LLC,1290.86,2024-05-23,Vestuário
Jeffery Haynes,"Bennett, Acevedo and Rogers",1077.9,2025-03-08,Outros
Tony Garcia,Douglas Inc,1325.53,2024-07-04,Outros
Spencer Peters,"Fitzpatrick, Jones and Morgan",778.13,2025-04-05,Transporte
Mark Walker,Kelley LLC,1060.11,2024-03-10,Eletrônicos
Jennifer Braun,Bailey Ltd,1774.58,2024-08-30,Alimentação
Samantha Gross,Smith-Davis,1986.48,2024-07-27,Lazer
Angela Schaefer,Edwards Inc,1161.76,2025-01-05,Eletrônicos
Mr. John Marshall,"Bennett, Acevedo and Rogers",963.89,2023-07-13,Saúde
Michael Ferguson,Thompson PLC,904.33,2025-05-03,Eletrônicos
Lee Walker,Stuart-Camacho,759.92,2025-02-18,Alimentação
James Reese,"Fitzpatrick, Jones and Morgan",188.19,2024-03-24,Outros
Justin Jimenez,Wong-Weber,1927.38,2025-03-09,Saúde
Tony Woods,"Werner, Olsen and Adams",542.92,2024-03-19,Educação
Sarah Dennis,Hale-Dean,1117.93,2024-10-08,Educação
Samantha Murphy,Stevenson PLC,904.57,2024-07-26,Outros
